X	        Y		Z		Cp
2.5174E-01	1.9637E+00	-2.4578E-02	1.6474E-01
2.7871E-01	1.9637E+00	-2.3301E-02	1.6757E-01
3.0731E-01	1.9637E+00	-2.1947E-02	1.6979E-01
3.3742E-01	1.9637E+00	-2.0564E-02	1.6989E-01
3.6884E-01	1.9637E+00	-1.9211E-02	1.6966E-01
4.0132E-01	1.9637E+00	-1.7949E-02	1.6576E-01
4.3414E-01	1.9637E+00	-1.6687E-02	1.5774E-01
4.6753E-01	1.9637E+00	-1.5344E-02	1.5392E-01
5.0117E-01	1.9637E+00	-1.3960E-02	1.5376E-01
5.3479E-01	1.9637E+00	-1.2572E-02	1.5375E-01
5.6806E-01	1.9637E+00	-1.1216E-02	1.5388E-01
6.0071E-01	1.9637E+00	-9.9210E-03	1.5399E-01
6.3246E-01	1.9637E+00	-8.7090E-03	1.5390E-01
6.6309E-01	1.9637E+00	-7.5950E-03	1.5349E-01
6.9239E-01	1.9637E+00	-6.5870E-03	1.5278E-01
7.2021E-01	1.9637E+00	-5.6880E-03	1.5170E-01
7.4641E-01	1.9637E+00	-4.8950E-03	1.5036E-01
7.7093E-01	1.9637E+00	-4.2040E-03	1.4874E-01
7.9373E-01	1.9637E+00	-3.6050E-03	1.4688E-01
8.1480E-01	1.9637E+00	-3.0900E-03	1.4495E-01
8.3415E-01	1.9637E+00	-2.6490E-03	1.4284E-01
8.5185E-01	1.9637E+00	-2.2720E-03	1.4074E-01
8.6795E-01	1.9637E+00	-1.9510E-03	1.3864E-01
8.8254E-01	1.9637E+00	-1.6770E-03	1.3650E-01
8.9571E-01	1.9637E+00	-1.4430E-03	1.3451E-01
9.0755E-01	1.9637E+00	-1.2440E-03	1.3256E-01
9.1817E-01	1.9637E+00	-1.0740E-03	1.3066E-01
9.2767E-01	1.9637E+00	-9.2900E-04	1.2880E-01
9.3614E-01	1.9637E+00	-8.0400E-04	1.2704E-01
9.4368E-01	1.9637E+00	-6.9700E-04	1.2543E-01
9.5037E-01	1.9637E+00	-6.0500E-04	1.2387E-01
9.5631E-01	1.9637E+00	-5.2600E-04	1.2227E-01
9.6156E-01	1.9637E+00	-4.5700E-04	1.2090E-01
9.6621E-01	1.9637E+00	-3.9800E-04	1.1951E-01
9.7031E-01	1.9637E+00	-3.4600E-04	1.1820E-01
9.7393E-01	1.9637E+00	-3.0200E-04	1.1709E-01
9.7711E-01	1.9637E+00	-2.6300E-04	1.1566E-01
9.7992E-01	1.9637E+00	-2.2900E-04	1.1464E-01
9.8239E-01	1.9637E+00	-2.0000E-04	1.1374E-01
9.8456E-01	1.9637E+00	-1.7500E-04	1.1232E-01
9.8647E-01	1.9637E+00	-1.5200E-04	1.1141E-01
9.8814E-01	1.9637E+00	-1.3300E-04	1.1062E-01
9.8961E-01	1.9637E+00	-1.1600E-04	1.0944E-01
9.9090E-01	1.9637E+00	-1.0200E-04	1.0882E-01
9.9204E-01	1.9637E+00	-8.9000E-05	1.0716E-01
9.9303E-01	1.9637E+00	-7.7000E-05	1.0704E-01
9.9390E-01	1.9637E+00	-6.8000E-05	1.0607E-01
9.9466E-01	1.9637E+00	-5.9000E-05	1.0490E-01
9.9533E-01	1.9637E+00	-5.2000E-05	1.0454E-01
9.9592E-01	1.9637E+00	-4.5000E-05	1.0321E-01
9.9643E-01	1.9637E+00	-3.9000E-05	1.0292E-01
9.9688E-01	1.9637E+00	-3.4000E-05	1.0235E-01
9.9727E-01	1.9637E+00	-3.0000E-05	1.0139E-01
9.9762E-01	1.9637E+00	-2.6000E-05	1.0053E-01
9.9792E-01	1.9637E+00	-2.3000E-05	1.0032E-01
9.9819E-01	1.9637E+00	-2.0000E-05	9.8942E-02
9.9842E-01	1.9637E+00	-1.7000E-05	9.8750E-02
9.9862E-01	1.9637E+00	-1.5000E-05	9.8611E-02
9.9880E-01	1.9637E+00	-1.3000E-05	9.7270E-02
9.9895E-01	1.9637E+00	-1.1000E-05	9.7268E-02
9.9909E-01	1.9637E+00	-1.0000E-05	9.7022E-02
9.9921E-01	1.9637E+00	-9.0000E-06	9.5668E-02
9.9931E-01	1.9637E+00	-8.0000E-06	9.5586E-02
9.9940E-01	1.9637E+00	-7.0000E-06	9.4496E-02
9.9948E-01	1.9637E+00	-6.0000E-06	9.4593E-02
9.9955E-01	1.9637E+00	-5.0000E-06	9.3650E-02
9.9962E-01	1.9637E+00	-4.0000E-06	9.3867E-02
9.9967E-01	1.9637E+00	-4.0000E-06	9.4056E-02
9.9972E-01	1.9637E+00	-3.0000E-06	9.1544E-02
9.9976E-01	1.9637E+00	-3.0000E-06	9.4953E-02
9.9979E-01	1.9637E+00	-2.0000E-06	8.9130E-02
9.9982E-01	1.9637E+00	-2.0000E-06	9.6125E-02
9.9985E-01	1.9637E+00	-2.0000E-06	8.7758E-02
9.9988E-01	1.9637E+00	-1.0000E-06	9.4679E-02
9.9990E-01	1.9637E+00	-1.0000E-06	8.8798E-02
9.9992E-01	1.9637E+00	-1.0000E-06	9.3073E-02
9.9993E-01	1.9637E+00	-1.0000E-06	8.8863E-02
9.9995E-01	1.9637E+00	-1.0000E-06	9.0734E-02
9.9996E-01	1.9637E+00	0.0000E+00	8.8781E-02
9.9997E-01	1.9637E+00	0.0000E+00	8.8394E-02
9.9998E-01	1.9637E+00	0.0000E+00	8.9909E-02
9.9999E-01	1.9637E+00	0.0000E+00	8.3685E-02
9.9999E-01	1.9637E+00	0.0000E+00	8.9939E-02
1.0000E+00	1.9637E+00	0.0000E+00	7.6997E-02
